Unnamed: 0,debate_unit_id,label,span,source_annotators
190,89391,answer,"Det er, fordi vi synes, det er vigtigt at være ærlig, når man indgår en aftale, som ikke er den, man har drømt om, og som heller ikke leverer det, den burde, og det er vigtigt, at man ikke lader, som om det er noget andet.","FEG68TDY,3W55WS04"
191,89391,answer,"Det er dog en aftale, som går i den rigtige retning, som reducerer CO 2 -udslippet, som betyder, at en del af bilparken lidt hurtigere bliver grøn, end den ellers ville være blevet. Men det er rigtigt, at for os at se er den aftale ikke lukket, for vi har brug for mere på transportområdet.","FEG68TDY,3W55WS04"
192,89391,answer,"Og der er ikke nogen tvivl om, at den infrastrukturaftale, som vi meget snart skal til at lave, bliver meget, meget mere spændende end det, overskriften tilsiger, for så skal vi reelt til at investere i noget grøn kollektiv trafik og få færre mennesker ind i bilerne og flere over i busserne og alt det andet kollektive. Og det, vi jo bare kan se, når vi lægger det sammen, er, at vi med det, der er sket indtil nu på bilområdet, ikke når de 70 pct.","FEG68TDY,3W55WS04"
193,89398,answer,"Problemet er jo lidt, hvordan vi lige skulle lave det om med det, det ville kræve, og hvis vi skal ud i grundlovsændringer og sådan noget, har det nok lidt lange udsigter. Men måske kan vi finde andre måder at håndtere det på, så vi ikke skal ud i det her, hvor vi sidder og agerer anklagemyndighed, hvilket jeg i bund og grund ikke bryder mig om, men jeg anerkender jo, at det er det redskab, der er i loven, men jeg synes jo ikke, det er at foretrække, at det er sådan, det foregår. Jeg synes ikke, det skal være politikere, der gør det.","X8ONC7FW,EN4AMWYO"
194,89398,answer,"jeg jo synes, det er en rigtig god måde at få startet noget op i en overgang. For på et tidspunkt vil så mange jo være vaccineret, at der måske ikke er så meget brug for det. Jeg har det nemlig sådan, at selv om jeg ikke kan noget, kan andre godt få lov til det. Sundhedsmyndighederne skal selvfølgelig godkende det, fordi det skal være rigtigt og det skal være sikkert, og måske smitter man, selv om man er osv. ... Alt sundhedsmæssigt skal vi have styr på, men hvis der er styr på det, så lad os da give den mulighed for, at vi kan åbne mere op, hvis der ikke sker noget ved det og folk er vaccineret. Det er jeg da sådan set klar til.","X8ONC7FW,PCIEWQQM"
195,89398,answer,"Partilederen tænker jo, at hans ordfører sikkert har haft ret i det, han har sagt. Bare lige for at holde fast i det her med coronapas og vaccinepas osv. vil jeg sige, at jeg jo synes, det er en rigtig god måde at få startet noget op i en overgang. For på et tidspunkt vil så mange jo være vaccineret, at der måske ikke er så meget brug for det. Jeg har det nemlig sådan, at selv om jeg ikke kan noget, kan andre godt få lov til det. Sundhedsmyndighederne skal selvfølgelig godkende det, fordi det skal være rigtigt og det skal være sikkert, og måske smitter man, selv om man er osv. ... Alt sundhedsmæssigt skal vi have styr på, men hvis der er styr på det, så lad os da give den mulighed for, at vi kan åbne mere op, hvis der ikke sker noget ved det og folk er vaccineret. Det er jeg da sådan set klar til.","X8ONC7FW,EN4AMWYO"
196,89398,answer,"jeg jo synes, det er en rigtig god måde at få startet noget op i en overgang. For på et tidspunkt vil så mange jo være vaccineret, at der måske ikke er så meget brug for det. Jeg har det nemlig sådan, at selv om jeg ikke kan noget, kan andre godt få lov til det. Sundhedsmyndighederne skal selvfølgelig godkende det, fordi det skal være rigtigt og det skal være sikkert, og måske smitter man, selv om man er osv. ... Alt sundhedsmæssigt skal vi have styr på, men hvis der er styr på det, så lad os da give den mulighed for, at vi kan åbne mere op, hvis der ikke sker noget ved det og folk er vaccineret. Det er jeg da sådan set klar til.","PCIEWQQM,EN4AMWYO"
197,89401,answer,"Privatisering af Danmarks Radio: 4 mia. kr., administration af jobcentrene: 4 mia. kr., omlægning af su til lån: 12 mia. kr., afskaffelse af dimittenddagpenge: 2 mia. kr., stop for tilgang til efterløn: 9 mia. kr., mediestøtten: 0,5 mia. kr., afskaffelse af boligjobordningen: 0,5 mia. kr., afskaffelse af grøn check: 2 mia. kr., så er vi oppe på 34 mia. kr., spild af udviklingsbistand: 17 mia. kr., nettobidraget til EU, som nu er hævet: 4 mia. kr., erhvervstilskud, hvor der bruges mange penge, og vi siger, vi kan spare 5 mia. kr., så er vi oppe på 60 mia. kr., vi skal løse udlændingepolitikken fra bunden, og derudover er der den del af råderummet, som jo ikke er afsat og ikke er brugt endnu, som vi mener man skal lade være med at bruge, og så er vi oppe på 110 mia. kr. Det var svaret.","3W55WS04,QLQE68OW"
198,89401,answer,"Privatisering af Danmarks Radio: 4 mia. kr., administration af jobcentrene: 4 mia. kr., omlægning af su til lån: 12 mia. kr., afskaffelse af dimittenddagpenge: 2 mia. kr., stop for tilgang til efterløn: 9 mia. kr., mediestøtten: 0,5 mia. kr., afskaffelse af boligjobordningen: 0,5 mia. kr., afskaffelse af grøn check: 2 mia. kr., så er vi oppe på 34 mia. kr., spild af udviklingsbistand: 17 mia. kr., nettobidraget til EU, som nu er hævet: 4 mia. kr., erhvervstilskud, hvor der bruges mange penge, og vi siger, vi kan spare 5 mia. kr., så er vi oppe på 60 mia. kr., vi skal løse udlændingepolitikken fra bunden, og derudover er der den del af råderummet, som jo ikke er afsat og ikke er brugt endnu, som vi mener man skal lade være med at bruge, og så er vi oppe på 110 mia. kr.","3W55WS04,H3RLK3KQ"
199,89401,answer,"Privatisering af Danmarks Radio: 4 mia. kr., administration af jobcentrene: 4 mia. kr., omlægning af su til lån: 12 mia. kr., afskaffelse af dimittenddagpenge: 2 mia. kr., stop for tilgang til efterløn: 9 mia. kr., mediestøtten: 0,5 mia. kr., afskaffelse af boligjobordningen: 0,5 mia. kr., afskaffelse af grøn check: 2 mia. kr., så er vi oppe på 34 mia. kr., spild af udviklingsbistand: 17 mia. kr., nettobidraget til EU, som nu er hævet: 4 mia. kr., erhvervstilskud, hvor der bruges mange penge, og vi siger, vi kan spare 5 mia. kr., så er vi oppe på 60 mia. kr., vi skal løse udlændingepolitikken fra bunden, og derudover er der den del af råderummet, som jo ikke er afsat og ikke er brugt endnu, som vi mener man skal lade være med at bruge, og så er vi oppe på 110 mia. kr.","QLQE68OW,H3RLK3KQ"
200,89401,evasion,"Jamen selve finansieringen i de store klumper ligger sådan relativt klar. Det, som ikke ligger klart, er, hvad det præcis er for en indvirkning, det har på vores økonomi, når man sænker skatter og afgifter forskellige steder, for vi ved, at når vi nu sidder med en ny finanslov, er det et nyt beregningsgrundlag,","3W55WS04,H3RLK3KQ"
201,89403,answer,"Ja, selvfølgelig. Det er jo næsten umuligt ikke at kunne lide den tanke, de eksperimenter, den nytænkning og den udviklingslyst, der er i det","3W55WS04,QLQE68OW"
202,90842,answer,"Så jeg er enig med landsformanden for VU i, at man selvfølgelig ikke skal straffe uskyldige børn,","XA2J3CRV,T4XQCNVT"
203,90842,answer,"Så jeg er enig med landsformanden for VU i, at man selvfølgelig ikke skal straffe uskyldige børn,","XA2J3CRV,H3RLK3KQ"
204,90842,answer,"Så jeg er enig med landsformanden for VU i, at man selvfølgelig ikke skal straffe uskyldige børn, og det er jo også derfor, jeg sagde det, som jeg sagde i min ordførertale.","T4XQCNVT,H3RLK3KQ"
205,90842,evasion,"Men jeg sagde jo også udtrykkeligt, at vi ville stille en lang række spørgsmål i forhold til tvangsadoption, tvangsfjernelse osv. og se på, om det kunne være en option i det her tilfælde, og det må vi så gå ind at kigge på. Men for os er det vigtigt, at terroristerne, dvs. fædrene og mødrene, ikke kommer tilbage til landet.","XA2J3CRV,T4XQCNVT"
206,90842,evasion,"Men jeg sagde jo også udtrykkeligt, at vi ville stille en lang række spørgsmål i forhold til tvangsadoption, tvangsfjernelse osv. og se på, om det kunne være en option i det her tilfælde, og det må vi så gå ind at kigge på. Men for os er det vigtigt, at terroristerne, dvs. fædrene og mødrene, ikke kommer tilbage til landet.","XA2J3CRV,H3RLK3KQ"
207,90842,evasion,"Men jeg sagde jo også udtrykkeligt, at vi ville stille en lang række spørgsmål i forhold til tvangsadoption, tvangsfjernelse osv. og se på, om det kunne være en option i det her tilfælde, og det må vi så gå ind at kigge på. Men for os er det vigtigt, at terroristerne, dvs. fædrene og mødrene, ikke kommer tilbage til landet.","T4XQCNVT,H3RLK3KQ"
208,90842,self_promotion,"Jeg er også selv medlem af Parti_Bs Ungdom stadig væk, for det kan man godt være, selv om man er 44 år.","T4XQCNVT,H3RLK3KQ"
209,90888,self_promotion,"Det var jo også derfor, vi i vores tid, da vi var i regering, nedsatte den tværministerielle arbejdsgruppe, og det er jo præcis også derfor, vi mener, at der både er et sikkerhedsaspekt på den korte bane, men at der altså også er det på den lange bane","XA2J3CRV,H3RLK3KQ"
210,92399,answer,"Og en ny grænsehindring er jo faktisk de her roamingafgifter, der er, hvor vi sådan set rigtig gerne fra vores side vil kigge på, om der er en måde at gøre det billigere på og på den måde også skabe en bedre forbindelse mellem Grønland, Danmark og Færøerne, altså ved at kigge på, om roamingafgifterne er en hindring, vi kan være med til at fjerne i fællesskab.","T4XQCNVT,TMOFL9OS"
211,92399,answer,"Der er jo heldigvis et godt samarbejde i Folketinget om netop at kigge på grænsehindringer. Og en ny grænsehindring er jo faktisk de her roamingafgifter, der er, hvor vi sådan set rigtig gerne fra vores side vil kigge på, om der er en måde at gøre det billigere på og på den måde også skabe en bedre forbindelse mellem Grønland, Danmark og Færøerne, altså ved at kigge på, om roamingafgifterne er en hindring, vi kan være med til at fjerne i fællesskab. Så det ser jeg som en helt konkret ting, vi kunne arbejde på.","T4XQCNVT,EN4AMWYO"
212,92399,answer,"Og en ny grænsehindring er jo faktisk de her roamingafgifter, der er, hvor vi sådan set rigtig gerne fra vores side vil kigge på, om der er en måde at gøre det billigere på og på den måde også skabe en bedre forbindelse mellem Grønland, Danmark og Færøerne, altså ved at kigge på, om roamingafgifterne er en hindring, vi kan være med til at fjerne i fællesskab.","TMOFL9OS,EN4AMWYO"
213,92399,evasion,"Så vi er nødt til at kigge på forskellige andre muligheder, og det handler jo om at brede Grønlands økonomi ud, så vi står på flere ben, kan man sige, hvor det i dag næsten kun er fiskeriet, der fylder i vores eksport.","TMOFL9OS,EN4AMWYO"
214,92401,answer,"Udenrigspolitik og sikkerhedspolitik bliver stadig mere vigtigt for Grønland og rigsfællesskabet, og vi er nødt til at finde en god måde at være uenige om nogle spørgsmål indadtil, men være enige udadtil, for så står vi altså stærkest. Så er der spørgsmålet om forskning. Det er et meget, meget oplagt område, som vi jo allerede samarbejder om, men som vi måske i virkeligheden skal styrke. Grønland har jo et ansvar for en lang række områder, og hvad angår velfærdsområdet, er det jo noget, vi skal blive bedre til og have løftet. Men der er masser af muligheder og et stort potentiale for samarbejdet.","3W55WS04,H3RLK3KQ"
215,92401,answer,"Men der er et behov for i rigsfællesskabet netop at se på, hvordan vi kan samarbejde – og så skal man jo huske på, at Grønland faktisk er den største modtager af tilskud uden for EU, fordi vi er et OLT-land, så det er jo også interessant at tænke EU ind, f.eks. i forhold til fremmede investeringer i Grønland.","3W55WS04,QLQE68OW"
216,92401,answer,"Der blev lavet en undersøgelse lige før valget, som viste, at 60 pct. af grønlænderne ikke ønsker at være en del af EU, mens 40 pct. er positive over for EU, og det er i hvert fald nogle tal, som har bevæget sig mere og mere i EU's retning, så det er jo en intern diskussion, som Grønland selvfølgelig skal have lov til at tage.","QLQE68OW,H3RLK3KQ"
217,92402,self_promotion,"Nu var jeg jo nok det eneste folketingsmedlem, der faktisk befandt sig i Grønland under valgkampen og var med til at føre valgkamp, og jeg vil gerne sige, at jeg personligt ikke har lagt mærke til, at man snakkede særlig meget om selvstændighed, men jeg vil gerne komme lidt ind på det med velfærd","X8ONC7FW,92WQXVXF"
218,92403,answer,"Vi har jo valgt en vej, hvor der nu har været en række tekniske afklaringer, og på den baggrund er vi snart klar med vores konkrete udspil.","5PIQCGDC,TMOFL9OS"
219,92403,answer,"Vi har jo valgt en vej, hvor der nu har været en række tekniske afklaringer, og på den baggrund er vi snart klar med vores konkrete udspil.","5PIQCGDC,X8ONC7FW"
221,92403,answer,"Vi har jo valgt en vej, hvor der nu har været en række tekniske afklaringer, og på den baggrund er vi snart klar med vores konkrete udspil.","5PIQCGDC,PK7GC1W8"
222,92403,answer,"Vi har jo valgt en vej, hvor der nu har været en række tekniske afklaringer, og på den baggrund er vi snart klar med vores konkrete udspil.","TMOFL9OS,X8ONC7FW"
223,92403,answer,"Vi har jo valgt en vej, hvor der nu har været en række tekniske afklaringer, og på den baggrund er vi snart klar med vores konkrete udspil.","TMOFL9OS,PK7GC1W8"
224,92403,answer,"Ja, jeg mener klart, at vi skal have som mål at lave en aftale på landbrugsområdet, som både sikrer nogle vigtige resultater på klima- og naturområdet, men som samtidig sikrer gode resultater på beskæftigelsesområdet.","TMOFL9OS,PK7GC1W8"
225,92403,answer,"Vi har jo valgt en vej, hvor der nu har været en række tekniske afklaringer, og på den baggrund er vi snart klar med vores konkrete udspil.","X8ONC7FW,TMOFL9OS"
226,92403,answer,"Vi har jo valgt en vej, hvor der nu har været en række tekniske afklaringer, og på den baggrund er vi snart klar med vores konkrete udspil.","X8ONC7FW,PK7GC1W8"
229,92403,evasion,"For lige så vigtigt det er at få nedbragt CO 2 -udslippet, og lige så vigtigt det er at passe på vores natur, vores biodiversitet og vores grundvand, lige så vigtigt er det selvfølgelig, at vi bliver ved med at have en høj beskæftigelse i Danmark, og her er fødevareerhvervene over en bred kam, men jo ikke mindst på NNF-området, fuldstændig afgørende for os alle sammen","5PIQCGDC,TMOFL9OS"
231,92403,evasion,"Jeg er stolt af vores fødevareproduktion i Danmark, og jeg er også stolt af dansk landbrug – det er jeg. Vi har et af verdens bedste landbrug i vores land, og det skal blive ved med at have, men vi skal gøre det endnu grønnere og endnu mere fremtidsorienteret, end hvad tilfældet er i dag, hvad jeg jo også hører store dele af dansk landbrug bifalde og i øvrigt ønske at gå ind i. Ja, jeg mener klart, at vi skal have som mål at lave en aftale på landbrugsområdet, som både sikrer nogle vigtige resultater på klima- og naturområdet, men som samtidig sikrer gode resultater på beskæftigelsesområdet.","5PIQCGDC,X8ONC7FW"
232,92403,evasion,"Ja, altså, fødevareerhvervene i Danmark er jo ikke alene kendetegnet ved at have mange arbejdspladser, men også ved at have rigtig gode arbejdspladser, og de er dermed med til at sikre, at der er en god beskæftigelse i hele landet. Jeg er stolt af vores fødevareproduktion i Danmark, og jeg er også stolt af dansk landbrug – det er jeg. Vi har et af verdens bedste landbrug i vores land, og det skal blive ved med at have, men vi skal gøre det endnu grønnere og endnu mere fremtidsorienteret, end hvad tilfældet er i dag, hvad jeg jo også hører store dele af dansk landbrug bifalde og i øvrigt ønske at gå ind i.","5PIQCGDC,TMOFL9OS"
233,92403,evasion,"For det første vil jeg gerne have lov til at kvittere for, at Parti_B både bruger tid sammen med fagbevægelsen, men også vælger den her vej ind i de kommende forhandlinger om landbruget.","TMOFL9OS,X8ONC7FW"
234,92403,evasion,"For det første vil jeg gerne have lov til at kvittere for, at Parti_B både bruger tid sammen med fagbevægelsen, men også vælger den her vej ind i de kommende forhandlinger om landbruget.","TMOFL9OS,PK7GC1W8"
235,92403,evasion,"Ja, altså, fødevareerhvervene i Danmark er jo ikke alene kendetegnet ved at have mange arbejdspladser, men også ved at have rigtig gode arbejdspladser, og de er dermed med til at sikre, at der er en god beskæftigelse i hele landet.","TMOFL9OS,PK7GC1W8"
236,92403,evasion,"For det første vil jeg gerne have lov til at kvittere for, at Parti_B både bruger tid sammen med fagbevægelsen, men også vælger den her vej ind i de kommende forhandlinger om landbruget.","X8ONC7FW,TMOFL9OS"
237,92403,evasion,"For det første vil jeg gerne have lov til at kvittere for, at Parti_B både bruger tid sammen med fagbevægelsen, men også vælger den her vej ind i de kommende forhandlinger om landbruget.","X8ONC7FW,PK7GC1W8"
240,92403,stretch,"Vi har et af verdens bedste landbrug i vores land, og det skal blive ved med at have, men vi skal gøre det endnu grønnere og endnu mere fremtidsorienteret, end hvad tilfældet er i dag, hvad jeg jo også hører store dele af dansk landbrug bifalde og i øvrigt ønske at gå ind i.","TMOFL9OS,PK7GC1W8"
241,92409,answer,"forhold til den konkrete lovgivning er vi i dialog med Færøerne om, hvordan vi sikrer, at det her kan finde sted i rigsfællesskabet, og som spørgeren jo godt ved, har vi den udfordring, at telekommunikationen er et hjemtaget område, men at udenrigs- og sikkerhedspolitikken af gode grunde ikke er det.","T4XQCNVT,TMOFL9OS"
242,92409,answer,"I forhold til den konkrete lovgivning er vi i dialog med Færøerne om, hvordan vi sikrer, at det her kan finde sted i rigsfællesskabet, og som spørgeren jo godt ved, har vi den udfordring, at telekommunikationen er et hjemtaget område, men at udenrigs- og sikkerhedspolitikken af gode grunde ikke er det.","T4XQCNVT,EN4AMWYO"
243,92409,answer,"Jamen jeg kan som partiformand og på vegne af regeringen sige meget klart, at der ikke er et ønske hos regeringen om at ændre på den almindelige fordeling, der er i opgaverne i rigsfællesskabet. Men det er jo selvsagt, at regeringen og Folketinget og rigsfællesskabet arbejder inden for rammen af grundloven, f.eks. hvad angår udenrigs- og sikkerhedspolitikken.","T4XQCNVT,EN4AMWYO"
244,92409,answer,"forhold til den konkrete lovgivning er vi i dialog med Færøerne om, hvordan vi sikrer, at det her kan finde sted i rigsfællesskabet, og som spørgeren jo godt ved, har vi den udfordring, at telekommunikationen er et hjemtaget område, men at udenrigs- og sikkerhedspolitikken af gode grunde ikke er det.","TMOFL9OS,EN4AMWYO"
245,92409,evasion,"Først og fremmest er jeg glad for, at der kvitteres for, at vi skal have en screeningslov, og at det er helt afgørende, at vi har de redskaber i lovgivningen i rigsfællesskabet, der gør, at vi ikke er sårbare over for folk udefra, der af den ene eller den anden årsag ikke vil os det godt.","TMOFL9OS,EN4AMWYO"
246,92411,evasion,"Jeg vil sige helt generelt – og man kan sige, at vi lidt vender tilbage til den diskussion, jeg havde lidt tidligere med en anden spørger – at det i mine øjne, både som formand for Parti_A og som statsminister, er vigtigt, at kommunikation betragtes som en del af infrastrukturen og dermed den kritiske infrastruktur og dermed i dag også som sikkerhedspolitik.","X8ONC7FW,PCIEWQQM"
247,92411,evasion,"Jeg vil sige helt generelt – og man kan sige, at vi lidt vender tilbage til den diskussion, jeg havde lidt tidligere med en anden spørger – at det i mine øjne, både som formand for Parti_A og som statsminister, er vigtigt, at kommunikation betragtes som en del af infrastrukturen og dermed den kritiske infrastruktur og dermed i dag også som sikkerhedspolitik.","X8ONC7FW,EN4AMWYO"
248,92411,evasion,"Altså, jeg skulle til at sige igangsat, at vi har igangsat, men det er faktisk mere korrekt at sige, at vi har videreført den tidligere borgerlige regerings arbejde med at sikre en stærkere lovgivning, hvad angår investeringer – og kritisk infrastruktur i det hele taget. Og det lovgivningsarbejde håber vi på snart kommer på plads, og dermed har vi også et tilstrækkelig godt grundlag for at kunne vurdere enkelte spørgsmål, som eksempelvis er rejst i Folketingssalen her i dag.","X8ONC7FW,PCIEWQQM"
249,92411,evasion,"Altså, jeg skulle til at sige igangsat, at vi har igangsat, men det er faktisk mere korrekt at sige, at vi har videreført den tidligere borgerlige regerings arbejde med at sikre en stærkere lovgivning, hvad angår investeringer – og kritisk infrastruktur i det hele taget. Og det lovgivningsarbejde håber vi på snart kommer på plads, og dermed har vi også et tilstrækkelig godt grundlag for at kunne vurdere enkelte spørgsmål, som eksempelvis er rejst i Folketingssalen her i dag.","X8ONC7FW,EN4AMWYO"
250,92411,evasion,"Jeg vil sige helt generelt – og man kan sige, at vi lidt vender tilbage til den diskussion, jeg havde lidt tidligere med en anden spørger – at det i mine øjne, både som formand for Parti_A og som statsminister, er vigtigt, at kommunikation betragtes som en del af infrastrukturen og dermed den kritiske infrastruktur og dermed i dag også som sikkerhedspolitik.","PCIEWQQM,EN4AMWYO"
251,92411,evasion,"Altså, jeg skulle til at sige igangsat, at vi har igangsat, men det er faktisk mere korrekt at sige, at vi har videreført den tidligere borgerlige regerings arbejde med at sikre en stærkere lovgivning, hvad angår investeringer – og kritisk infrastruktur i det hele taget. Og det lovgivningsarbejde håber vi på snart kommer på plads, og dermed har vi også et tilstrækkelig godt grundlag for at kunne vurdere enkelte spørgsmål, som eksempelvis er rejst i Folketingssalen her i dag.","PCIEWQQM,EN4AMWYO"
252,92413,answer,"Det er ikke kun på coronarelaterede områder. Det er rigtigt, at vi ønsker, at på epidemiområdet skal man have den samme lovgivning som på miljøområdet. Derudover ønsker vi at lempe ministerbetjeningsreglen, når det handler om den faglige rådgivning, vi ønsker kortere sagsbehandlingstider, og vi ønsker, at princippet om meroffentlighed skal fylde mere, så der er en række områder, hvor vi mener vi skal lempe på offentlighedsloven. Så er jeg med på, at der er andre partier, der mener, at man helt skal fjerne ministerbetjeningsreglen. Der bliver vi ikke enige, men vi mener altså også, at der skal lempes på andre områder. Det mener vi der er brug for, desværre.","X8ONC7FW,EN4AMWYO"
253,92419,answer,"Nej, jeg tænker, at partilederen kunne høre, at jeg rystede på hovedet, for det er jeg ikke entydigt enig i.","5F0GOPY8,V8LMMQZN"
254,92424,answer,"Jamen vi har jo en aftale om, at vi skal finde, både de mennesker, der mangler, og som kommer til at mangle i de kommende år, men forhåbentlig da også har nogle ambitioner om mere. Det, jeg efterlyser, er, at vi får lavet en egentlig 2030-plan, og jeg tror, jeg har efterlyst flere gange, om ikke vi kunne prøve at gøre det sammen på tværs af statsministerens og hr. Jakob Ellemann-Jensens parti.","T4XQCNVT,EN4AMWYO"
255,92424,answer,"Det synes jeg er helt fair at bede om, og jeg kan bekræfte, at det vil Parti_C forfølge, også at det bliver mere ambitiøst end de 10.000, der kommer til at mangle som følge af den her pensionsreform, som jo er gennemført. Det har vi jo en bekræftelse på kommer til at blive leveret.","T4XQCNVT,TMOFL9OS"
256,92424,answer,"Det synes jeg er helt fair at bede om, og jeg kan bekræfte, at det vil Parti_C forfølge, også at det bliver mere ambitiøst end de 10.000, der kommer til at mangle som følge af den her pensionsreform, som jo er gennemført. Det har vi jo en bekræftelse på kommer til at blive leveret.","T4XQCNVT,EN4AMWYO"
257,92424,answer,"Det, jeg efterlyser, er, at vi får lavet en egentlig 2030-plan, og jeg tror, jeg har efterlyst flere gange, om ikke vi kunne prøve at gøre det sammen på tværs af statsministerens og hr. Jakob Ellemann-Jensens parti.","TMOFL9OS,EN4AMWYO"
258,92424,answer,"Det synes jeg er helt fair at bede om, og jeg kan bekræfte, at det vil Parti_C forfølge, også at det bliver mere ambitiøst end de 10.000, der kommer til at mangle som følge af den her pensionsreform, som jo er gennemført. Det har vi jo en bekræftelse på kommer til at blive leveret.","TMOFL9OS,EN4AMWYO"
259,92424,attack,"Det er jo alligevel lidt sjovt, at ordføreren kritiserede mig før for at tale om udlændinge, fordi jeg svarede på et spørgsmål, og så bruger ordføreren så en tredjedel af sin taletid på netop det emne. Men okay, sådan er det jo – der er forskellige regler","T4XQCNVT,EN4AMWYO"
260,92425,answer,"Netop derfor synes jeg også, at jeg trygt kan svare på spørgsmålet, for det har vi jo netop aftalt, nemlig at de mennesker skal findes.","FEG68TDY,3W55WS04"
261,92426,answer,"Jeg bed godt mærke i den, og jeg håber, at det kan blive afkræftet, for jeg er enig med Taleren i, at vi har behov for at kunne se ind i en fremtid, hvor vi er fri for de her restriktioner.","3W55WS04,QLQE68OW"
262,92426,answer,"Jeg bed godt mærke i den, og jeg håber, at det kan blive afkræftet, for jeg er enig med Taleren i, at vi har behov for at kunne se ind i en fremtid, hvor vi er fri for de her restriktioner.","3W55WS04,H3RLK3KQ"
263,92426,answer,"Jeg bed godt mærke i den, og jeg håber, at det kan blive afkræftet, for jeg er enig med Taleren i, at vi har behov for at kunne se ind i en fremtid, hvor vi er fri for de her restriktioner.","QLQE68OW,H3RLK3KQ"
264,92428,answer,"Jeg er helt bekendt med det, og det er faktisk et rigtig godt og fagligt solidt arbejde, Danmarks Videncenter for Integration nu leverer.","TMOFL9OS,X8ONC7FW"
265,92428,attack,"Nej, nu tror jeg, det er Taleren, der i den grad manipulerer.","TMOFL9OS,T4XQCNVT"
266,92428,attack,"Nej, nu tror jeg, det er Taleren, der i den grad manipulerer.","TMOFL9OS,X8ONC7FW"
267,92428,attack,"Ordføreren fortsætter, som jeg hører det, den manipulation, der har været i flere år, med, at de her syrere, der er kommet til Danmark, er sådan nogle veluddannede nogle, som nu – og det er synd for dem – skal sendes tilbage til deres hjemland igen.","T4XQCNVT,X8ONC7FW"
268,92428,attack,"Er det virkelig den form for opdeling, Parti_C foreslår, altså at nogle kan komme til, og at andre må berede sig på at sidde på et udrejsecenter, indtil de kan komme hjem? For ellers giver det, Taleren siger her, slet ingen mening.","T4XQCNVT,X8ONC7FW"
269,92428,attack,"Nej, nu tror jeg, det er Taleren, der i den grad manipulerer.","T4XQCNVT,X8ONC7FW"
270,92429,answer,"Det er et godt spørgsmål, og jo, det ville det da som minimum.","3W55WS04,QLQE68OW"
271,92432,answer,"Og nej, jeg mener ikke, det er klimanationalisme eller -egoisme, for vi ved også, at der ikke er en en til en-lækageeffekt, så hvis vi f.eks. reducerer produktionen af svin herhjemme i Danmark, popper det altså ikke bare nødvendigvis op syd for grænsen.","T4XQCNVT,TMOFL9OS"
272,92432,answer,"Det, vi foreslår i vores klima-/landbrugsudspil er at omlægge landbruget i Danmark, så man producerer nogle andre ting og f.eks. laver mere skovbrug i Danmark, fordi vi i fremtiden har behov for, at møbler, bygninger og andet bliver produceret i langt højere grad af træ. Og nej, jeg mener ikke, det er klimanationalisme eller -egoisme, for vi ved også, at der ikke er en en til en-lækageeffekt, så hvis vi f.eks. reducerer produktionen af svin herhjemme i Danmark, popper det altså ikke bare nødvendigvis op syd for grænsen.","T4XQCNVT,EN4AMWYO"
273,92432,answer,"Jeg vil gerne anholde en ting, nemlig at de danske svin er de mest klimabæredygtige i verden, for faktisk ligger de under EU-niveau, hvis man medregner det soja, de spiser.","T4XQCNVT,TMOFL9OS"
274,92432,answer,"Og nej, jeg mener ikke, det er klimanationalisme eller -egoisme, for vi ved også, at der ikke er en en til en-lækageeffekt, så hvis vi f.eks. reducerer produktionen af svin herhjemme i Danmark, popper det altså ikke bare nødvendigvis op syd for grænsen.","TMOFL9OS,EN4AMWYO"
275,92432,answer,"Jo, vi skal producere mere på den rigtige måde, vi skal producere flere bæredygtige varer.","TMOFL9OS,EN4AMWYO"
276,92433,answer,"For det handler ikke om at udtage en femtedel af dansk landbrugsjord, det handler om at omlægge det. For vi bliver nødt til at producere mere bæredygtigt og producere andre varer, hvis vi skal passe på naturen og klimaet, samtidig med at vi er et landbrugsland.","X8ONC7FW,EN4AMWYO"
277,92433,attack,"Lige så vel som jeg tydeligvis ikke helt havde læst forslaget om offentlighedslov, som Parti_B var kommet med, så tror jeg heller ikke, at Parti_B helt har læst vores forslag omkring landbruget.","X8ONC7FW,PCIEWQQM"
278,92433,attack,"så tror jeg heller ikke, at Parti_B helt har læst vores forslag omkring landbruget.","X8ONC7FW,EN4AMWYO"
279,92434,evasion,"Der er jo mange elementer i den her lovændring, som jeg synes er ret tåbelige, og en af tingene er konsekvensen, nemlig det, at man jo, fordi man ikke har et samarbejde med Assad, ikke kan sende de her folk hjem. Så de kommer til at sidde i årevis på udrejsecentre i stedet for faktisk at bidrage til samfundet gennem et arbejde, ved at tage en uddannelse og meget andet. Det synes jeg simpelt hen slet og ret er tåbeligt, og jeg vil virkelig igen appellere til, at man ændrer lovgivningen.","3W55WS04,H3RLK3KQ"
280,92435,answer,"Jeg mener, den danske måde at gøre det på er at skabe grønne arbejdspladser. Og det er det, vi er ved at gøre med de klimaforhandlinger, der foregår lige nu. Men der er jo heller ikke nogen tvivl om, at vi skal omlægge forskellige brancher","5PIQCGDC,T4XQCNVT"
