Unnamed: 0,debate_unit_id,label,annotator_1,annotator_2,span_1,span_2,dice,contained
746,88956,answer,T4XQCNVT,H3RLK3KQ,"Det fuldstændig rædselsfulde svar, jeg først vil give, er simpelt hen, at lyset nærmest er slukket i Hongkong. Jeg synes, jeg har svært ved at se, hvordan man kan komme til kræfter igen i Hongkong, så derfor tror jeg, hvor tragisk det end er, at vi er nødt til at se på, at den næste fase bliver en flugt af demokratiske kræfter ud af Hongkong. Så nu består støtten ikke i støtte til demokrati- og menneskerettighedsforkæmperne i Hongkong, men i at hjælpe dem videre i livet uden for Hongkong. Og der tror jeg, at nogle af de ting, som udenrigsministeren har nævnt – det kan være forlængelse af studieophold eller andre former for håndsrækning – kan være nogle af de veje, man kan gå.",Det bliver vi simpelt hen nødt til at tage på os som politikere.,0.16,False
747,88956,answer,T4XQCNVT,H3RLK3KQ,"Det fuldstændig rædselsfulde svar, jeg først vil give, er simpelt hen, at lyset nærmest er slukket i Hongkong. Jeg synes, jeg har svært ved at se, hvordan man kan komme til kræfter igen i Hongkong, så derfor tror jeg, hvor tragisk det end er, at vi er nødt til at se på, at den næste fase bliver en flugt af demokratiske kræfter ud af Hongkong. Så nu består støtten ikke i støtte til demokrati- og menneskerettighedsforkæmperne i Hongkong, men i at hjælpe dem videre i livet uden for Hongkong. Og der tror jeg, at nogle af de ting, som udenrigsministeren har nævnt – det kan være forlængelse af studieophold eller andre former for håndsrækning – kan være nogle af de veje, man kan gå.","jeg syntes, det var lidt trist at se, at udenrigsministeren ligefrem skulle have ros af den kinesiske ambassade",0.1346153846153846,False
748,88956,answer,T4XQCNVT,H3RLK3KQ,"Det bliver vi simpelt hen nødt til at tage på os som politikere. Vi skal mødes med demokratiforkæmpere, som er sluppet ud af kløerne på det politiske kinesiske politi og dermed ikke endt i fængsel. Jeg synes, det er en pligt, vi har. Jeg anerkender også, at der er forskellige roller, når det handler om, hvad en udenrigsminister og en regering kan gøre, selv om jeg syntes, det var lidt trist at se, at udenrigsministeren ligefrem skulle have ros af den kinesiske ambassade – det kunne jeg godt have undværet, men jeg forstår godt spillet. Til gengæld er det en pligt for os og også for de socialdemokratiske folketingsmedlemmer at mødes med dissidenter fra Hongkong.","Det fuldstændig rædselsfulde svar, jeg først vil give, er simpelt hen, at lyset nærmest er slukket i Hongkong.",0.1386138613861386,False
749,88956,answer,T4XQCNVT,H3RLK3KQ,"Det bliver vi simpelt hen nødt til at tage på os som politikere. Vi skal mødes med demokratiforkæmpere, som er sluppet ud af kløerne på det politiske kinesiske politi og dermed ikke endt i fængsel. Jeg synes, det er en pligt, vi har. Jeg anerkender også, at der er forskellige roller, når det handler om, hvad en udenrigsminister og en regering kan gøre, selv om jeg syntes, det var lidt trist at se, at udenrigsministeren ligefrem skulle have ros af den kinesiske ambassade – det kunne jeg godt have undværet, men jeg forstår godt spillet. Til gengæld er det en pligt for os og også for de socialdemokratiske folketingsmedlemmer at mødes med dissidenter fra Hongkong.","Så nu består støtten ikke i støtte til demokrati- og menneskerettighedsforkæmperne i Hongkong, men i at hjælpe dem videre i livet uden for Hongkong. Og der tror jeg, at nogle af de ting, som udenrigsministeren har nævnt – det kan være forlængelse af studieophold eller andre former for håndsrækning – kan være nogle af de veje, man kan gå.",0.2461538461538461,False
750,88956,answer,T4XQCNVT,H3RLK3KQ,"Det bliver vi simpelt hen nødt til at tage på os som politikere. Vi skal mødes med demokratiforkæmpere, som er sluppet ud af kløerne på det politiske kinesiske politi og dermed ikke endt i fængsel. Jeg synes, det er en pligt, vi har. Jeg anerkender også, at der er forskellige roller, når det handler om, hvad en udenrigsminister og en regering kan gøre, selv om jeg syntes, det var lidt trist at se, at udenrigsministeren ligefrem skulle have ros af den kinesiske ambassade – det kunne jeg godt have undværet, men jeg forstår godt spillet. Til gengæld er det en pligt for os og også for de socialdemokratiske folketingsmedlemmer at mødes med dissidenter fra Hongkong.",Det bliver vi simpelt hen nødt til at tage på os som politikere.,0.268041237113402,True
751,88956,answer,T4XQCNVT,H3RLK3KQ,"Det bliver vi simpelt hen nødt til at tage på os som politikere. Vi skal mødes med demokratiforkæmpere, som er sluppet ud af kløerne på det politiske kinesiske politi og dermed ikke endt i fængsel. Jeg synes, det er en pligt, vi har. Jeg anerkender også, at der er forskellige roller, når det handler om, hvad en udenrigsminister og en regering kan gøre, selv om jeg syntes, det var lidt trist at se, at udenrigsministeren ligefrem skulle have ros af den kinesiske ambassade – det kunne jeg godt have undværet, men jeg forstår godt spillet. Til gengæld er det en pligt for os og også for de socialdemokratiske folketingsmedlemmer at mødes med dissidenter fra Hongkong.","jeg syntes, det var lidt trist at se, at udenrigsministeren ligefrem skulle have ros af den kinesiske ambassade",0.3366336633663366,True
752,88960,answer,XA2J3CRV,H3RLK3KQ,"Den kan ikke påtvinges med sanktioner. Den kan ikke påtvinges ved en militær intervention, den kan ikke påtvinges med cyberangreb. Den kan kun påtvinges af befolkningen i Kina selv, og derfor skal dem, der gør oprør for at få demokrati og menneskerettigheder, altid have vores støtte, uanset hvad det koster på kort sigt.","Hvis vi nu tager den del med handel, betyder det jo, at vi skal gøre alle dem, der handler, og alle dem, der investerer i Kina, og også, hvad skal vi sige, ved hjælp af den danske stat og danske initiativer, opmærksom på, at det under ingen omstændigheder og på ingen måde får os til at stoppe med at kritisere overtrædelser af menneskerettighederne, når det er nødvendigt at gøre det",0.2921348314606741,False
753,88960,answer,XA2J3CRV,H3RLK3KQ,"Den kan ikke påtvinges med sanktioner. Den kan ikke påtvinges ved en militær intervention, den kan ikke påtvinges med cyberangreb. Den kan kun påtvinges af befolkningen i Kina selv, og derfor skal dem, der gør oprør for at få demokrati og menneskerettigheder, altid have vores støtte, uanset hvad det koster på kort sigt.","Ja, på et halvt minut. Min pointe var sådan set bare at sige, at det ikke kan løse problemet på lang sigt, og det var jo for at bruge det som et springbræt til at sige noget andet. Vi skal forstå, at vi med den magt, Kina har i verden, ikke får en fredelig verden, vi får ikke en demokratisk verden, hvis ikke der sker en ændring i Kina, og den ændring må komme indefra. Den kan ikke påtvinges med sanktioner. Den kan ikke påtvinges ved en militær intervention, den kan ikke påtvinges med cyberangreb. Den kan kun påtvinges af befolkningen i Kina selv, og derfor skal dem, der gør oprør for at få demokrati og menneskerettigheder, altid have vores støtte, uanset hvad det koster på kort sigt.",0.6776859504132231,True
754,88960,answer,XA2J3CRV,H3RLK3KQ,"Hvis vi nu tager den del med handel, betyder det jo, at vi skal gøre alle dem, der handler, og alle dem, der investerer i Kina, og også, hvad skal vi sige, ved hjælp af den danske stat og danske initiativer, opmærksom på, at det under ingen omstændigheder og på ingen måde får os til at stoppe med at kritisere overtrædelser af menneskerettighederne, når det er nødvendigt at gøre det. Så er det jo sådan set en måde at sende et signal til danske virksomheder og andre på: Invester endelig i Kina, engager jer endelig, men lad være med at investere noget, I ikke kan tåle at tabe. For vi ved jo fra Airbus og fra andre steder, at hvis man rejser kritik af Kina, kan et af de våben, de tager i brug, være at nedkøle forbindelserne, og ved at understrege det her understreger vi det lige præcis i den her meget vigtige sammenhæng.","Hvis vi nu tager den del med handel, betyder det jo, at vi skal gøre alle dem, der handler, og alle dem, der investerer i Kina, og også, hvad skal vi sige, ved hjælp af den danske stat og danske initiativer, opmærksom på, at det under ingen omstændigheder og på ingen måde får os til at stoppe med at kritisere overtrædelser af menneskerettighederne, når det er nødvendigt at gøre det",0.6666666666666666,True
755,88960,answer,XA2J3CRV,H3RLK3KQ,"Hvis vi nu tager den del med handel, betyder det jo, at vi skal gøre alle dem, der handler, og alle dem, der investerer i Kina, og også, hvad skal vi sige, ved hjælp af den danske stat og danske initiativer, opmærksom på, at det under ingen omstændigheder og på ingen måde får os til at stoppe med at kritisere overtrædelser af menneskerettighederne, når det er nødvendigt at gøre det. Så er det jo sådan set en måde at sende et signal til danske virksomheder og andre på: Invester endelig i Kina, engager jer endelig, men lad være med at investere noget, I ikke kan tåle at tabe. For vi ved jo fra Airbus og fra andre steder, at hvis man rejser kritik af Kina, kan et af de våben, de tager i brug, være at nedkøle forbindelserne, og ved at understrege det her understreger vi det lige præcis i den her meget vigtige sammenhæng.","Ja, på et halvt minut. Min pointe var sådan set bare at sige, at det ikke kan løse problemet på lang sigt, og det var jo for at bruge det som et springbræt til at sige noget andet. Vi skal forstå, at vi med den magt, Kina har i verden, ikke får en fredelig verden, vi får ikke en demokratisk verden, hvis ikke der sker en ændring i Kina, og den ændring må komme indefra. Den kan ikke påtvinges med sanktioner. Den kan ikke påtvinges ved en militær intervention, den kan ikke påtvinges med cyberangreb. Den kan kun påtvinges af befolkningen i Kina selv, og derfor skal dem, der gør oprør for at få demokrati og menneskerettigheder, altid have vores støtte, uanset hvad det koster på kort sigt.",0.2954545454545454,False
756,89353,evasion,5F0GOPY8,V8LMMQZN,"Ja, først og fremmest vil jeg sige, at jeg er meget enig i, at en rigsretssag er det tungeste våben, Folketinget kan tage i brug i sin kontrol med skiftende regeringer. Og derfor skal man selvfølgelig bruge det her redskab utrolig varsomt.","Når det handler om beslutningsgrundlaget, som jo er truffet af et, må man sige, meget bredt flertal i Folketinget, så kan jeg både henvise til det, som vores retsordfører allerede har sagt, og til den juridiske begrundelse, der ligger bag det.",0.2368421052631578,False
757,89353,evasion,5F0GOPY8,V8LMMQZN,"Ja, først og fremmest vil jeg sige, at jeg er meget enig i, at en rigsretssag er det tungeste våben, Folketinget kan tage i brug i sin kontrol med skiftende regeringer. Og derfor skal man selvfølgelig bruge det her redskab utrolig varsomt.","Ja, altså, et bredt flertal i Folketinget, der jo går hen over den politiske midte, mener, at det juridiske arbejde, der er blevet begået, først i kommissionen og efterfølgende i en uvildig advokatordning, tilsiger, at Folketinget bør agere, som Folketinget gør.",0.2465753424657534,False
758,89353,evasion,5F0GOPY8,V8LMMQZN,"Når det handler om beslutningsgrundlaget, som jo er truffet af et, må man sige, meget bredt flertal i Folketinget, så kan jeg både henvise til det, som vores retsordfører allerede har sagt, og til den juridiske begrundelse, der ligger bag det.","Når det handler om beslutningsgrundlaget, som jo er truffet af et, må man sige, meget bredt flertal i Folketinget, så kan jeg både henvise til det, som vores retsordfører allerede har sagt, og til den juridiske begrundelse, der ligger bag det.",1.0,True
759,89353,evasion,5F0GOPY8,V8LMMQZN,"Når det handler om beslutningsgrundlaget, som jo er truffet af et, må man sige, meget bredt flertal i Folketinget, så kan jeg både henvise til det, som vores retsordfører allerede har sagt, og til den juridiske begrundelse, der ligger bag det.","Ja, altså, et bredt flertal i Folketinget, der jo går hen over den politiske midte, mener, at det juridiske arbejde, der er blevet begået, først i kommissionen og efterfølgende i en uvildig advokatordning, tilsiger, at Folketinget bør agere, som Folketinget gør.",0.32,False
760,89353,evasion,5F0GOPY8,V8LMMQZN,"Ja, altså, et bredt flertal i Folketinget, der jo går hen over den politiske midte, mener, at det juridiske arbejde, der er blevet begået, først i kommissionen og efterfølgende i en uvildig advokatordning, tilsiger, at Folketinget bør agere, som Folketinget gør. Men jeg har ikke nogen grund til at mistænke, at Folketinget ikke tidligere har håndteret sin opgave korrekt, hvad angår kontrol med skiftende regeringer","Når det handler om beslutningsgrundlaget, som jo er truffet af et, må man sige, meget bredt flertal i Folketinget, så kan jeg både henvise til det, som vores retsordfører allerede har sagt, og til den juridiske begrundelse, der ligger bag det.",0.3191489361702128,False
761,89353,evasion,5F0GOPY8,V8LMMQZN,"Ja, altså, et bredt flertal i Folketinget, der jo går hen over den politiske midte, mener, at det juridiske arbejde, der er blevet begået, først i kommissionen og efterfølgende i en uvildig advokatordning, tilsiger, at Folketinget bør agere, som Folketinget gør. Men jeg har ikke nogen grund til at mistænke, at Folketinget ikke tidligere har håndteret sin opgave korrekt, hvad angår kontrol med skiftende regeringer","Ja, altså, et bredt flertal i Folketinget, der jo går hen over den politiske midte, mener, at det juridiske arbejde, der er blevet begået, først i kommissionen og efterfølgende i en uvildig advokatordning, tilsiger, at Folketinget bør agere, som Folketinget gør.",0.7912087912087912,True
762,89354,answer,3W55WS04,QLQE68OW,"Altså, jeg synes ikke, der er nogen grund til at lade sig begrænse af procesrammer, at det præcis skal være 2030, der er fikspunktet. Jeg tror faktisk ikke, det ville være langt nok at kigge ud i fremtiden. Det er klart, at et 10-årigt perspektiv er afgørende, men med den rivende udvikling, vores samfund er inde i, hvad angår digitalisering, den internationale konkurrence og det enorme behov, der er for, at flere mennesker får lov til at dygtiggøre sig, så tror jeg faktisk, vi skal have et længere perspektiv i vores arbejde. Og jeg synes heller ikke, der er nogen grund til at lade sig begrænse af, at det skal være en plan, der bliver tilrettelagt på en bestemt måde. Men arbejdet med at gå i gang med reformer, der skal føre Danmark stærkere ind i fremtiden, er det, jeg bebuder fra Folketingets talerstol i dag, og der glæder jeg mig rigtig meget til at arbejde sammen også med Parti_C.","Altså, jeg synes ikke, der er nogen grund til at lade sig begrænse af procesrammer, at det præcis skal være 2030, der er fikspunktet.",0.3442622950819672,True
763,89354,answer,3W55WS04,QLQE68OW,"Altså, jeg synes ikke, der er nogen grund til at lade sig begrænse af procesrammer, at det præcis skal være 2030, der er fikspunktet. Jeg tror faktisk ikke, det ville være langt nok at kigge ud i fremtiden. Det er klart, at et 10-årigt perspektiv er afgørende, men med den rivende udvikling, vores samfund er inde i, hvad angår digitalisering, den internationale konkurrence og det enorme behov, der er for, at flere mennesker får lov til at dygtiggøre sig, så tror jeg faktisk, vi skal have et længere perspektiv i vores arbejde. Og jeg synes heller ikke, der er nogen grund til at lade sig begrænse af, at det skal være en plan, der bliver tilrettelagt på en bestemt måde. Men arbejdet med at gå i gang med reformer, der skal føre Danmark stærkere ind i fremtiden, er det, jeg bebuder fra Folketingets talerstol i dag, og der glæder jeg mig rigtig meget til at arbejde sammen også med Parti_C.",Jeg forpligter gerne både regeringen og Parti_A på en ambitiøs reformkurs.,0.0714285714285714,False
764,89354,answer,3W55WS04,H3RLK3KQ,"Altså, jeg synes ikke, der er nogen grund til at lade sig begrænse af procesrammer, at det præcis skal være 2030, der er fikspunktet. Jeg tror faktisk ikke, det ville være langt nok at kigge ud i fremtiden. Det er klart, at et 10-årigt perspektiv er afgørende, men med den rivende udvikling, vores samfund er inde i, hvad angår digitalisering, den internationale konkurrence og det enorme behov, der er for, at flere mennesker får lov til at dygtiggøre sig, så tror jeg faktisk, vi skal have et længere perspektiv i vores arbejde. Og jeg synes heller ikke, der er nogen grund til at lade sig begrænse af, at det skal være en plan, der bliver tilrettelagt på en bestemt måde. Men arbejdet med at gå i gang med reformer, der skal føre Danmark stærkere ind i fremtiden, er det, jeg bebuder fra Folketingets talerstol i dag, og der glæder jeg mig rigtig meget til at arbejde sammen også med Parti_C.","Men arbejdet med at gå i gang med reformer, der skal føre Danmark stærkere ind i fremtiden, er det, jeg bebuder fra Folketingets talerstol i dag, og der glæder jeg mig rigtig meget til at arbejde sammen også med Parti_C.",0.4925373134328358,True
765,89354,answer,3W55WS04,QLQE68OW,Jeg forpligter gerne både regeringen og Parti_A på en ambitiøs reformkurs.,"Altså, jeg synes ikke, der er nogen grund til at lade sig begrænse af procesrammer, at det præcis skal være 2030, der er fikspunktet.",0.0,False
766,89354,answer,3W55WS04,QLQE68OW,Jeg forpligter gerne både regeringen og Parti_A på en ambitiøs reformkurs.,Jeg forpligter gerne både regeringen og Parti_A på en ambitiøs reformkurs.,1.0,True
767,89354,answer,3W55WS04,H3RLK3KQ,Jeg forpligter gerne både regeringen og Parti_A på en ambitiøs reformkurs.,"Men arbejdet med at gå i gang med reformer, der skal føre Danmark stærkere ind i fremtiden, er det, jeg bebuder fra Folketingets talerstol i dag, og der glæder jeg mig rigtig meget til at arbejde sammen også med Parti_C.",0.0454545454545454,False
768,89354,answer,QLQE68OW,H3RLK3KQ,"Altså, jeg synes ikke, der er nogen grund til at lade sig begrænse af procesrammer, at det præcis skal være 2030, der er fikspunktet.","Men arbejdet med at gå i gang med reformer, der skal føre Danmark stærkere ind i fremtiden, er det, jeg bebuder fra Folketingets talerstol i dag, og der glæder jeg mig rigtig meget til at arbejde sammen også med Parti_C.",0.2222222222222222,False
769,89354,answer,QLQE68OW,H3RLK3KQ,Jeg forpligter gerne både regeringen og Parti_A på en ambitiøs reformkurs.,"Men arbejdet med at gå i gang med reformer, der skal føre Danmark stærkere ind i fremtiden, er det, jeg bebuder fra Folketingets talerstol i dag, og der glæder jeg mig rigtig meget til at arbejde sammen også med Parti_C.",0.0454545454545454,False
770,89354,evasion,3W55WS04,H3RLK3KQ,"eg håber så til gengæld også, at Folketinget vil lade sig forpligte på, at vi ikke gentager fortidens synder og eksempelvis fører en krisepolitik, som sætter Danmark tilbage. Jeg mener, at det i den efterevaluering, hele verden har foretaget efter finanskrisen, står ret klart, at man mange steder med den førte økonomiske politik var med til at forlænge krisen og i virkeligheden gjorde problemerne større. Det er nu almindelig anerkendt blandt mange økonomer, og den erkendelse håber jeg også breder sig i Folketinget","Altså, jeg synes ikke, der er nogen grund til at lade sig begrænse af procesrammer, at det præcis skal være 2030, der er fikspunktet. Jeg tror faktisk ikke, det ville være langt nok at kigge ud i fremtiden. Det er klart, at et 10-årigt perspektiv er afgørende, men med den rivende udvikling, vores samfund er inde i, hvad angår digitalisering, den internationale konkurrence og det enorme behov, der er for, at flere mennesker får lov til at dygtiggøre sig, så tror jeg faktisk, vi skal have et længere perspektiv i vores arbejde. Og jeg synes heller ikke, der er nogen grund til at lade sig begrænse af, at det skal være en plan, der bliver tilrettelagt på en bestemt måde.",0.2361111111111111,False
771,89355,answer,0XG4V7HF,FEG68TDY,"Det vil efter min bedste overbevisning være forkert, hvis vi ønsker at bevare epidemikontrollen, fordi den britiske mutation – og vi kender ikke den sydafrikanske godt nok endnu, men den kan jo potentielt være lige så slem eller endnu værre – ligger og ulmer nedenunder, og vi risikerer at tabe epidemikontrollen.","når mange af tallene på overfladen ser gode ud, så vil begynde at komme et pres, måske også politisk fra nogle partier, om, at nu skal Danmark åbnes op igen. Det vil efter min bedste overbevisning være forkert, hvis vi ønsker at bevare epidemikontrollen, fordi den britiske mutation – og vi kender ikke den sydafrikanske godt nok endnu, men den kan jo potentielt være lige så slem eller endnu værre – ligger og ulmer nedenunder, og vi risikerer at tabe epidemikontrollen.",0.7636363636363637,True
772,89355,answer,0XG4V7HF,3W55WS04,"Det vil efter min bedste overbevisning være forkert, hvis vi ønsker at bevare epidemikontrollen, fordi den britiske mutation – og vi kender ikke den sydafrikanske godt nok endnu, men den kan jo potentielt være lige så slem eller endnu værre – ligger og ulmer nedenunder, og vi risikerer at tabe epidemikontrollen.","eg kan godt forestille mig med den diskussion, der har været tidligere, eksempelvis i foråret, at der, når mange af tallene på overfladen ser gode ud, så vil begynde at komme et pres, måske også politisk fra nogle partier, om, at nu skal Danmark åbnes op igen. Det vil efter min bedste overbevisning være forkert, hvis vi ønsker at bevare epidemikontrollen, fordi den britiske mutation – og vi kender ikke den sydafrikanske godt nok endnu, men den kan jo potentielt være lige så slem eller endnu værre – ligger og ulmer nedenunder, og vi risikerer at tabe epidemikontrollen.",0.6829268292682927,True
773,89355,answer,0XG4V7HF,3W55WS04,"Det vil efter min bedste overbevisning være forkert, hvis vi ønsker at bevare epidemikontrollen, fordi den britiske mutation – og vi kender ikke den sydafrikanske godt nok endnu, men den kan jo potentielt være lige så slem eller endnu værre – ligger og ulmer nedenunder, og vi risikerer at tabe epidemikontrollen.","Jeg vil egentlig gerne henlede opmærksomheden på den ekspertgruppe, der nu er kommet med forslag til, hvordan – ikke tidsmæssigt, men i hvilken rækkefølge – man bør genåbne samfundet. Jeg synes, det er et godt arbejde, der er bedrevet, og noget af det, de bl.a. siger, er, at det er hos de mindste børn i folkeskolens mindste klasser, man bør åbne først, og det flugter i hvert fald med nogle af de overvejelser, vi har i regeringen. Men det skal foregå ansvarligt.",0.173076923076923,False
774,89355,answer,FEG68TDY,3W55WS04,"når mange af tallene på overfladen ser gode ud, så vil begynde at komme et pres, måske også politisk fra nogle partier, om, at nu skal Danmark åbnes op igen. Det vil efter min bedste overbevisning være forkert, hvis vi ønsker at bevare epidemikontrollen, fordi den britiske mutation – og vi kender ikke den sydafrikanske godt nok endnu, men den kan jo potentielt være lige så slem eller endnu værre – ligger og ulmer nedenunder, og vi risikerer at tabe epidemikontrollen.","eg kan godt forestille mig med den diskussion, der har været tidligere, eksempelvis i foråret, at der, når mange af tallene på overfladen ser gode ud, så vil begynde at komme et pres, måske også politisk fra nogle partier, om, at nu skal Danmark åbnes op igen. Det vil efter min bedste overbevisning være forkert, hvis vi ønsker at bevare epidemikontrollen, fordi den britiske mutation – og vi kender ikke den sydafrikanske godt nok endnu, men den kan jo potentielt være lige så slem eller endnu værre – ligger og ulmer nedenunder, og vi risikerer at tabe epidemikontrollen.",0.912751677852349,True
775,89355,answer,FEG68TDY,3W55WS04,"når mange af tallene på overfladen ser gode ud, så vil begynde at komme et pres, måske også politisk fra nogle partier, om, at nu skal Danmark åbnes op igen. Det vil efter min bedste overbevisning være forkert, hvis vi ønsker at bevare epidemikontrollen, fordi den britiske mutation – og vi kender ikke den sydafrikanske godt nok endnu, men den kan jo potentielt være lige så slem eller endnu værre – ligger og ulmer nedenunder, og vi risikerer at tabe epidemikontrollen.","Jeg vil egentlig gerne henlede opmærksomheden på den ekspertgruppe, der nu er kommet med forslag til, hvordan – ikke tidsmæssigt, men i hvilken rækkefølge – man bør genåbne samfundet. Jeg synes, det er et godt arbejde, der er bedrevet, og noget af det, de bl.a. siger, er, at det er hos de mindste børn i folkeskolens mindste klasser, man bør åbne først, og det flugter i hvert fald med nogle af de overvejelser, vi har i regeringen. Men det skal foregå ansvarligt.",0.2307692307692307,False
776,89358,answer,3W55WS04,QLQE68OW,Det er til borgerne.,Det er til borgerne.,1.0,True
777,89358,answer,3W55WS04,QLQE68OW,Det er til borgerne.,"Nej, det er der heldigvis ikke.",0.2,False
778,89358,answer,3W55WS04,H3RLK3KQ,Det er til borgerne.,Det er til borgerne.,1.0,True
779,89358,answer,3W55WS04,H3RLK3KQ,Det er til borgerne.,"Nej, det er der heldigvis ikke.",0.2,False
780,89358,answer,3W55WS04,QLQE68OW,"Nej, det er der heldigvis ikke.",Det er til borgerne.,0.2,False
781,89358,answer,3W55WS04,QLQE68OW,"Nej, det er der heldigvis ikke.","Nej, det er der heldigvis ikke.",1.0,True
782,89358,answer,3W55WS04,H3RLK3KQ,"Nej, det er der heldigvis ikke.",Det er til borgerne.,0.2,False
783,89358,answer,3W55WS04,H3RLK3KQ,"Nej, det er der heldigvis ikke.","Nej, det er der heldigvis ikke.",1.0,True
784,89358,answer,3W55WS04,QLQE68OW,"Jeg vil gerne gentage, hvad jeg har sagt før: Skiftende regeringer har ønsket at afbureaukratisere den offentlige sektor, men det er ikke lykkedes nogen som helst. Jeg tror egentlig på, at de her syv kommuner kommer til at vise vejen, men det kræver, at alle i Folketinget træder et skridt tilbage og faktisk overlader det til borgerne, til de pårørende, til medarbejderne og til de lokale politikere.",Det er til borgerne.,0.0714285714285714,False
785,89358,answer,3W55WS04,QLQE68OW,"Jeg vil gerne gentage, hvad jeg har sagt før: Skiftende regeringer har ønsket at afbureaukratisere den offentlige sektor, men det er ikke lykkedes nogen som helst. Jeg tror egentlig på, at de her syv kommuner kommer til at vise vejen, men det kræver, at alle i Folketinget træder et skridt tilbage og faktisk overlader det til borgerne, til de pårørende, til medarbejderne og til de lokale politikere.","Nej, det er der heldigvis ikke.",0.0689655172413793,False
786,89358,answer,3W55WS04,H3RLK3KQ,"Jeg vil gerne gentage, hvad jeg har sagt før: Skiftende regeringer har ønsket at afbureaukratisere den offentlige sektor, men det er ikke lykkedes nogen som helst. Jeg tror egentlig på, at de her syv kommuner kommer til at vise vejen, men det kræver, at alle i Folketinget træder et skridt tilbage og faktisk overlader det til borgerne, til de pårørende, til medarbejderne og til de lokale politikere.",Det er til borgerne.,0.0714285714285714,False
787,89358,answer,3W55WS04,H3RLK3KQ,"Jeg vil gerne gentage, hvad jeg har sagt før: Skiftende regeringer har ønsket at afbureaukratisere den offentlige sektor, men det er ikke lykkedes nogen som helst. Jeg tror egentlig på, at de her syv kommuner kommer til at vise vejen, men det kræver, at alle i Folketinget træder et skridt tilbage og faktisk overlader det til borgerne, til de pårørende, til medarbejderne og til de lokale politikere.","Nej, det er der heldigvis ikke.",0.0689655172413793,False
788,89358,answer,QLQE68OW,H3RLK3KQ,Det er til borgerne.,Det er til borgerne.,1.0,True
789,89358,answer,QLQE68OW,H3RLK3KQ,Det er til borgerne.,"Nej, det er der heldigvis ikke.",0.2,False
790,89358,answer,QLQE68OW,H3RLK3KQ,"Nej, det er der heldigvis ikke.",Det er til borgerne.,0.2,False
791,89358,answer,QLQE68OW,H3RLK3KQ,"Nej, det er der heldigvis ikke.","Nej, det er der heldigvis ikke.",1.0,True
792,89358,attack,3W55WS04,H3RLK3KQ,"Så kan Taleren ikke se, at der er en voldsom uoverensstemmelse mellem det, Taleren siger nu, og den aftale, der rent faktisk er indgået?","Det var et interessant svar, for det hænger rigtig dårligt sammen med den aftale, der bl.a. er indgået på ældreområdet. Når de borgerlige partier ikke kunne være med i velfærdsaftalen på ældreområdet, er det jo netop, fordi den tilgodeser kommunerne på bekostning af borgerne. For med den aftale, der er lavet, gives der mulighed for, at kommunerne kan ofre de ældres ret til frit at vælge bolig, frit at vælge personlig pleje, frit at vælge genoptræningsydelser og frit at vælge anden personlig og praktisk hjælp. Så kan Taleren ikke se, at der er en voldsom uoverensstemmelse mellem det, Taleren siger nu, og den aftale, der rent faktisk er indgået?",0.4516129032258064,True
793,89358,attack,3W55WS04,H3RLK3KQ,"Så kan Taleren ikke se, at der er en voldsom uoverensstemmelse mellem det, Taleren siger nu, og den aftale, der rent faktisk er indgået?","Taleren hopper jo præcis i den fælde, jeg anmeldte nogle ville hoppe i, da vi foreslog det her, nemlig at når det først kom til lovgivning, ville for mange partier sige: Nej, ikke lige præcis det dér, for det synes vi er rigtig, rigtig godt, ikke lige præcis det dér, nej, den der regulering kan vi godt lide. Og hvis alle tænker sådan, kommer vi aldrig til at tænke nyt i Danmark. Jeg vil gerne gentage, hvad jeg har sagt før: Skiftende regeringer har ønsket at afbureaukratisere den offentlige sektor, men det er ikke lykkedes nogen som helst. Jeg tror egentlig på, at de her syv kommuner kommer til at vise vejen, men det kræver, at alle i Folketinget træder et skridt tilbage og faktisk overlader det til borgerne, til de pårørende, til medarbejderne og til de lokale politikere.",0.1538461538461538,False
794,89358,attack,3W55WS04,H3RLK3KQ,"Taleren hopper jo præcis i den fælde, jeg anmeldte nogle ville hoppe i, da vi foreslog det her, nemlig at når det først kom til lovgivning, ville for mange partier sige: Nej, ikke lige præcis det dér, for det synes vi er rigtig, rigtig godt","Det var et interessant svar, for det hænger rigtig dårligt sammen med den aftale, der bl.a. er indgået på ældreområdet. Når de borgerlige partier ikke kunne være med i velfærdsaftalen på ældreområdet, er det jo netop, fordi den tilgodeser kommunerne på bekostning af borgerne. For med den aftale, der er lavet, gives der mulighed for, at kommunerne kan ofre de ældres ret til frit at vælge bolig, frit at vælge personlig pleje, frit at vælge genoptræningsydelser og frit at vælge anden personlig og praktisk hjælp. Så kan Taleren ikke se, at der er en voldsom uoverensstemmelse mellem det, Taleren siger nu, og den aftale, der rent faktisk er indgået?",0.2181818181818181,False
